# ========== 原有常用 + 品牌 ==========
nihao 你好
gaobie 告别
gaoxiao 高效
gaozhi 告知
gewai 格外
geyu 格于
gengxin 更新
gongjian 攻坚
gongjing 恭敬
gongke 攻克
gongneng 功能
gongshang 工商
gongxian 贡献
gongye 工业
gongying 供应
goumai 购买
gudu 孤独
guzhang 鼓掌
gulv 顾虑
guanian 挂念
guanqie 关切
guanzhu 关注
guimu 归母
guidang 归档
gundong 滚动
guodu 国度
guoying 国营
guohou 过后
guomu 过目
haian 海岸
haidi 海底
hangban 航班
hangkong 航空
hangxing 航行
haoqi 好奇
haosi 好似
hexie 和谐
hexin 核心
henxin 狠心
hengliang 衡量
hongda 宏大
houbian 后边
houtui 后退
hulue 忽略
hushi 忽视
huabao 画报
huajia 画家
huamian 画面
huaxiang 画像
huayu 话语
huanjie 环节
huanqi 唤起
huanxiang 幻想
huanhe 缓和
huangmang 慌忙
huilu 贿赂
huimian 会面
huitan 会谈
huiyuan 会员
hunmi 昏迷
hunhe 混合
huoban 伙伴
huoli 活力
huolu 活路
huoyue 活跃
huoju 火炬
huoyan 火焰
jiqi 机器
jixing 急性
jiyu 给予
jiashe 假设
jiazhi 价值
jianku 艰苦
jiandu 监督
anla 安拉
anran 安然
antu 安图
anxi 安息
anyu 安于
anzang 安葬
aomiao 奥妙
baiduo 摆脱
baifa 白发
baifei 白费
baihua 白话
baijin 白金
baijiu 白酒
baise 白色
baitian 白天
baiyin 白银
bandao 半岛
banjiang 颁将
banjiang 颁奖
banli 办理
bangjiao 邦交
bangshou 帮手
baoan 保安
baocang 包藏
baofa 爆发
baofei 报废
baofu 抱负
baoguo 包裹
baohe 饱和
baojia 保价
baojian 保健
baojie 保洁
baolu 保路
baomu 保姆
baoquan 保全
baoshou 保守
baoshou 报收
baoshu 报数
baosong 报送
baotou 包头
baotu 宝图
baowen 保温
baoxiao 报销
baoyou 保佑
baozang 宝藏
baozha 爆炸
baozhang 保障
baozhi 报纸
beican 悲惨
beifen 悲愤
beisong 背诵
beiwang 备忘
beixin 背心
benchi 奔驰
benyuan 本源
bianchui 边陲
biandi 遍地
bianfu 蝙蝠
biange 变革
bianju 编剧
biantai 变态
biantong 变通
bianwei 变为
bianxin 变心
bianyi 便宜
bianyin 边音
biaoba 标靶
biaoben 标本
biaoceng 表层
biaoji 标记
biaojia 标价
biaopai 标牌
biaoqian 标签
biaoshuai 表率
biaoyu 标语
bingbian 病变
binghai 病害
bingli 病历
bingren 病人
boai 博爱
boda 博大
bodou 搏斗
bolan 波澜
boli 剥离
boshi 博士
boxue 博学
buan 不安
buban 不办
bubing 步兵
bubu 步步
buchang 补偿
buche 不撤
bucheng 不成
buchi 不吃
buchong 补充
buda 不大
budai 不待
budeng 不等
budian 布点
budong 不动
bufang 不妨
bufei 不费
bufu 不服
bugai 不该
bugang 不刚
bugao 不高
buge 不合
bugei 不给
bugou 不够
buguan 不管
bugui 不贵
buhen 不狠
buji 不急
bujiao 不教
bujing 不经
bujun 不均
bukai 不开
bukan 不堪
bukeng 不吭
buluo 部落
buming 不明
bupei 不配
bupo 不破
buqiong 不穷
buqu 不去
burang 不让
buren 不忍
buruo 不弱
bushang 不上
bushen 不深
bushi 不识
bushi 不适
bushuang 不爽
busui 不随
butai 不太
butan 不探
buti 不提
butian 不添
butiao 不调
buting 不听
butong 不通
buwang 不忘
buwen 不问
buxian 不限
buxiang 不详
buxiao 不孝
buxie 不写
buxu 不许
buxuan 不选
buye 不也
buyi 不已
buyin 不因
buying 不应
buyu 不语
buyue 不约
buzhen 不真
buzuo 不做
caihua 才华
cailiao 材料
caipan 裁判
caise 彩色
caiyuan 裁员
caiyun 彩云
canan 惨案
canbai 惨败
canbao 残暴
canfei 残废
canhai 残害
canjian 参见
canku 残酷
canliu 残留
canmo 折磨
cansha 残杀
cantong 惨痛
canye 产业
cangcui 苍翠
cangmang 苍茫
cangsang 沧桑
cangtian 苍天
caoan 草案
caocong 草丛
caolian 操练
celve 策略
ceying 侧影
cengjing 曾经
chaban 查办
chacuo 差错
chae 差额
chafan 茶饭
chahua 插话
chakan 查看
chashou 插手
chatu 插图
chaxun 查询
chayan 察言
chazhao 查找
chazhen 查证
chaiqian 拆迁
chaixie 拆卸
chandou 颤抖
chanrao 缠绕
chanshi 阐释
chanwu 产物
chanxiao 畅销
chanyi 禅意
chanyu 谄谀
changbian 长编
changdu 长度
change 嫦娥
changfa 长发
changfang 厂房
changfei 畅飞
changgui 常规
changhe 场合
changhui 常会
changjian 常见
changjiang 长江
changjiu 长久
changlang 长廊
changmian 场面
changnian 常年
changshe 常设
changtan 畅谈
changwei 常委
changwu 常务
changxiao 畅销
changxiu 长袖
changyan 常言
changyi 倡议
changyue 长约
changzheng 长征
chaoxiao 嘲笑
chelun 车轮
chepiao 车票
chesu 车速
chetou 车头
chenfu 沉浮
chenji 沉积
chenren 承认
chense 陈设
chentu 尘土
chenxi 晨曦
chenxian 呈现
chenyi 沉毅
chenyin 沉吟
chenzhuo 沉着
chengben 成本
chengcai 成材
chengguo 成果
chengke 乘客
chengkuai 乘快
chengmen 城门
chengmeng 承蒙
chengpin 成品
chengqing 澄清
chengxiang 丞相
chengyi 诚意
chengzai 承载
chengzhang 成长
chicheng 驰骋
chijiao 赤脚
chize 斥责
chongai 宠爱
chonger 宠儿
chonggao 崇高
chongjing 憧憬
chongpo 冲破
chongshi 充实
chongxi 冲洗
chongyang 重阳
chouban 筹办
choucu 抽搐
choulao 酬劳
chouqi 臭气
chouxie 酬谢
chuchan 出产
chuchou 出丑
chucu 出粗
chufeng 出风
chugui 出轨
chuhan 出汗
chuhang 出航
chuji 出击
chujia 出家
chujia 出嫁
chujiang 出将
chujie 出界
chujin 出尽
chujing 出境
chujiu 出久
chuli 出力
chulie 出列
chuluan 出乱
chumu 出目
chupai 出牌
chupao 出炮
chupin 出品
chupin 出聘
chupo 出破
chuqi 出奇
chuqi 出气
chuquan 出拳
churang 出让
churu 出入
chusai 出赛
chusan 出散
chushen 出身
chusheng 出生
chushi 出世
chushi 出师
chushi 出使
chuting 出庭
chutu 出土
chuwai 出外
chuwang 出亡
chuxia 初夏
chuxiang 出箱
chuxie 出血
chuxing 出行
chuxiu 出秀
chuya 出芽
chuyan 出言
chuyan 出演
chuyao 出药
chuyi 出以
chuying 出迎
chuyue 出约
chuzhang 出账
chuzhe 出这
chuzheng 出征
chucang 储藏
chudi 地处
chudong 出动
chufen 处分
chunv 处女
chushen 处身
chushi 处世
chushu 处暑
chusi 处死
chuwai 除外
chuanda 传达
chuandi 传递
chuanshan 穿梭
chuanshuo 传说
chuanyang 传扬
chuangjian 创建
chuangli 创立
chuangshe 创设
chuangshi 创始
chuangyi 创意
chuangzuo 创作
chuiju 吹具
chuixu 吹嘘
chunben 春本
chunfeng 春风
chunguang 春光
chunhua 春华
chunqiu 春秋
chunse 春色
chunxia 春夏
chunyun 春云
ciwei 刺猬
ciyu 词语
couhe 凑合
culve 粗略
cuanlian 串连
cuihui 摧毁
cunchu 存储
cunwang 存亡
daban 大半
dabian 大便
dabing 大病
dabo 大伯
dabu 大部
dacai 大材
daceng 大层
dacha 大查
dachang 大厂
dachao 大潮
dacheng 达成
dachi 大吃
dachu 大处
daci 大慈
dacong 大丛
dacu 大粗
dadao 大刀
dadi 大抵
dadian 大典
dadie 大跌
dading 大定
大dui 大队
大duo 大多
大fa 大发
大fan 大凡
大fang 大方
大feng 大风
大fu 大副
大gai 大概
大gang 大纲
大ge 大哥
大gong 大公
大gu 大鼓
大gu 大股
大gua 大瓜
大guan 大关
大gui 大贵
大guo 大国
大hai 大海
大han 大汉
大hang 大行
大hao 大好
大he 大河
大he 大和
大hei 大黑
大hen 大狠
大hong 大红
大hou 大后
大hu 大湖
大hua 大话
大hui 大会
大hun 大婚
大huo 大火
大ji 大计
大jia 大家
大jiang 大将
大jiang 大奖
大jiao 大叫
大jie 大节
大jie 大姐
大jin 大金
大jing 大惊
大jiu 大舅
大ju 大局
大ju 大举
大jun 大军
大kai 大开
大ke 大可
大ke 大客
大kong 大空
大kou 大口
大kuai 大块
大kuai 大快
大kun 大困
大lao 大老
大lei 大雷
大li 大力
大li 大理
大lian 大连
大liang 大量
大lie 大裂
大ling 大龄
大liu 大流
大long 大龙
大lou 大楼
大lu 大陆
大lv 大略
大luan 大乱
大lun 大论
大luo 大落
大ma 大妈
大mai 大麦
大man 大满
大mang 大忙
大mao 大毛
大mei 大美
大men 大门
大meng 大梦
大mi 大米
大mian 大面
大miao 大庙
大ming 大名
大mo 大漠
大mu 大木
大na 大拿
大nai 大奶
大nan 大难
大nao 大脑
大neng 大能
大ni 大尼
大niang 大娘
大nian 大年
大niu 大牛
大nong 大农
大nuan 大暖
大nu 大女
大pai 大牌
大pan 大盘
大pao 大炮
大pi 大批
大piao 大票
大pin 大品
大po 大破
大pu 大谱
大qi 大起
大qi 大气
大qian 大前
大qiang 大枪
大qiao 大桥
大qie 大且
大qin 大亲
大qing 大晴
大qing 大庆
大qiu 大秋
大qu 大区
大quan 大权
大que 大缺
大rang 大让
大ren 大人
大ri 大日
大rong 大荣
大ru 大如
大ruan 大软
大ruo 大若
大san 大散
大se 大色
大shan 大山
大shang 大商
大shao 大少
大she 大赦
大she 大社
大shen 大婶
大sheng 大声
大sheng 大圣
大shi 大事
大shi 大时
大shi 大市
大shou 大寿
大shou 大收
大shu 大叔
大shu 大树
大shu 大数
大shuai 大帅
大shuang 大双
大shui 大水
大shun 大顺
大shuo 大说
大si 大死
大si 大肆
大song 大宋
大su 大苏
大suan 大蒜
大sui 大岁
大sun 大孙
大suo 大所
大ta 大他
大tai 大太
大tang 大唐
大tang 大淌
大tao 大套
大te 大特
大ti 大体
大tian 大天
大tiao 大条
大tie 大铁
大ting 大听
大ting 大庭
大tong 大通
大tong 大同
大tou 大头
大tu 大图
大tu 大土
大tuan 大团
大tui 大腿
大tuo 大拖
大wai 大外
大wan 大碗
大wang 大王
大wei 大为
大wei 大尉
大wen 大文
大wen 大蚊
大wo 大我
大wu 大无
大wu 大五
大xi 大喜
大xia 大夏
大xian 大显
大xian 大县
大xian 大现
大xiang 大项
大xiang 大象
大xiang 大向
大xiao 大小
大xie 大写
大xin 大心
大xing 大星
大xing 大型
大xiong 大熊
大xiu 大修
大xue 大学
大xun 大巡
大ya 大雅
大yan 大雁
大yang 大洋
大yang 大样
大yao 大要
大ye 大也
大ye 大业
大ye 大叶
大yi 大义
大yi 大姨
大yi 大意
大yin 大印
大ying 大英
大yong 大用
大you 大有
大yu 大鱼
大yu 大于
大yu 大雨
大yuan 大员
大yue 大约
大yun 大运
大za 大杂
大zai 大灾
大zai 大宰
大zan 大暂
大zang 大脏
大zao 大早
大zao 大造
大ze 大则
大zei 大贼
大zen 大怎
大zeng 大增
大zha 大扎
大zhai 大宅
大zhan 大站
大zhang 大张
大zhang 大掌
大zhao 大招
大zhe 大者
大zhen 大真
大zheng 大正
大zhi 大之
大zhi 大志
大zhi 大制
大zhi 大智
大zhong 大中
大zhou 大周
大zhu 大主
大zhu 大住
大zhua 大抓
大zhuan 大转
大zhuang 大壮
大zhuang 大状
大zhui 大追
大zhun 大准
大zhuo 大拙
大zi 大字
大zong 大宗
大zou 大走
大zu 大足
大zu 大族
大zuan 大钻
大zui 大最
大zun 大尊
大zuo 大作
ai 哎
ai 皑
ai 癌
ai 蔼
an 按
an 案
an 暗
an 黯
ang 肮
ao 敖
ao 翱
ao 懊
ao 澳
ba 巴
ba 岜
ba 跋
ba 耙
ba 罢
bai 捭
bai 稗
ban 斑
ban 班
ban 般
ban 板
ban 版
ban 扮
ban 拌
ban 伴
bang 梆
bang 榜
bang 棒
bang 镑
bang 磅
bao 褒
bao 剥
bao 堡
bao 暴
bao 豹
bao 爆
bao 曝
bei 杯
bei 背
bei 倍
bei 狈
bei 备
bei 惫
bei 焙
bei 奔
bei 苯
bei 本
bei 笨
beng 甭
beng 迸
bi 笔
bi 彼
bi 碧
bi 蓖
bi 蔽
bi 毕
bi 毖
bi 闭
bi 敝
bi 弊
bi 辟
bi 壁
bi 臂
bi 避
bi 陛
bian 编
bian 扁
bian 便
bian 卞
bian 辫
biao 标
biao 膘
biao 婊
bin 斌
bin 摈
bing 兵
bing 丙
bing 炳
bing 病
bo 玻
bo 菠
bo 播
bo 博
bo 勃
bo 搏
bo 铂
bo 帛
bo 舶
bo 膊
bo 泊
bo 驳
bo 捕
bu 卜
bu 补
bu 步
bu 簿
bu 部
bu 怖
ca 擦
ca 嚓
cai 猜
cai 财
cai 彩
cai 蔡
can 残
cang 苍
cang 沧
cao 糙
cao 槽
cao 曹
ce 策
ce 测
cha 插
cha 碴
cha 搽
cha 差
cha 诧
chai 拆
chan 掺
chan 馋
chan 谗
chan 缠
chan 阐
chang 昌
chang 肠
chang 厂
chang 倡
chang 超
chao 朝
chao 潮
chao 吵
chao 炒
che 撤
che 掣
che 彻
chen 郴
chen 沉
chen 陈
chen 趁
cheng 称
cheng 呈
cheng 乘
cheng 惩
cheng 诚
cheng 承
cheng 骋
chi 匙
chi 池
chi 迟
chi 弛
chi 齿
chi 尺
chi 赤
chi 翅
chi 斥
chong 冲
chong 崇
chou 酬
chou 踌
chou 筹
chou 瞅
chou 臭
chu 厨
chu 躇
chu 滁
chu 搐
chu 触
chuai 揣
chuai 踹
chuan 椽
chuang 幢
chui 吹
chui 垂
chun 椿
chun 唇
chun 纯
ci 茨
ci 词
ci 刺
ci 赐
cong 囱
cong 匆
cuan 篡
cuan 窜
cui 催
cui 瘁
cui 粹
cui 淬
cui 翠
cuo 磋
cuo 措
da 达
dai 呆
dai 傣
dai 戴
dai 殆
dai 贷
dai 待
dan 担
dan 丹
dan 郸
dan 掸
dan 氮
dan 淡
dan 弹
dang 荡
dao 刀
dao 捣
dao 岛
dao 导
dao 稻
dao 盗
deng 登
deng 凳
deng 邓
di 堤
di 滴
di 迪
di 敌
di 笛
di 狄
di 涤
di 翟
di 帝
di 递
dian 颠
dian 靛
dian 垫
dian 惦
dian 奠
dian 淀
dian 殿
diao 刁
diao 钓
die 跌
die 爹
die 碟
die 蝶
die 迭
die 谍
die 叠
ding 丁
ding 订
dong 侗
dong 恫
dong 洞
dou 豆
dou 逗
dou 痘
du 都
du 犊
du 睹
du 镀
du 渡
du 妒
duan 缎
dui 队
dun 墩
dun 吨
dun 囤
dun 钝
dun 遁
duo 掇
duo 哆
duo 垛
duo 朵
duo 跺
duo 剁
duo 惰
duo 堕
e 蛾
e 厄
e 鄂
er 饵
er 洱
er 贰
fa 珐
fan 藩
fan 矾
fan 钒
fan 返
fan 贩
fan 犯
fan 泛
fang 坊
fang 防
fei 肥
fei 诽
fei 肺
fei 废
fei 沸
fen 纷
fen 汾
fen 奋
fen 忿
fen 愤
fen 粪
feng 枫
feng 烽
feng 冯
feng 讽
feng 奉
feng 凤
fu 扶
fu 伏
fu 涪
fu 袱
fu 弗
fu 斧
fu 府
fu 覆
fu 付
fu 阜
fu 腹
fu 富
fu 讣
fu 妇
fu 咐
ga 噶
ga 嘎
gai 该
gai 概
gan 赣
gang 缸
gang 岗
gang 港
gang 杠
gao 篙
gao 搞
gao 镐
ge 割
ge 革
ge 铬
ge 各
geng 庚
gong 躬
gong 宫
gong 弓
gong 汞
gong 贡
gu 估
gu 孤
gu 蛊
gu 骨
gu 谷
gu 雇
gua 剐
guan 罐
guan 贯
guang 逛
gui 圭
gui 癸
gui 跪
gui 刽
guo 
hai 氦
hai 骇
han 韩
han 翰
han 撼
han 捍
han 憾
han 悍
han 焊
han 汗
hang 夯
hang 巷
hao 壕
hao 嚎
hao 耗
hao 呵
he 菏
he 貉
he 阂
he 涸
he 褐
he 鹤
he 贺
hei 嘿
heng 哼
heng 亨
hong 洪
hou 侯
hu 瑚
hu 壶
hu 弧
hu 沪
huai 槐
huai 徊
huan 桓
huan 患
huan 唤
huan 痪
huan 豢
huan 焕
huan 涣
huan 宦
huang 磺
huang 蝗
huang 簧
huang 恍
huang 谎
hui 蛔
hui 慧
hui 卉
hui 晦
hui 贿
hui 秽
hui 烩
hui 讳
hui 诲
hui 绘
hun 荤
huo 获
huo 惑
huo 霍
huo 货
huo 祸
ji 肌
ji 饥
ji 讥
ji 姬
ji 绩
ji 缉
ji 辑
ji 汲
ji 嫉
ji 蓟
ji 冀
ji 伎
ji 祭
ji 悸
ji 济
ji 寄
ji 寂
ji 妓
jia 枷
jia 荚
jia 稼
jian 笺
jian 槛
jian 健
jian 舰
jian 剑
jian 饯
jian 渐
jian 溅
jian 涧
jiang 姜
jiang 蒋
jiang 蕉
jiang 椒
jiang 礁
jiang 焦
jiang 胶
jiang 交
jiang 郊
jiang 浇
jiang 骄
jiang 娇
jiang 嚼
jiang 搅
jiang 铰
jiang 矫
jiang 侥
jiang 脚
jiang 狡
jiang 角
jiang 饺
jiang 缴
jiang 绞
jiang 剿
jiang 教
jiang 酵
jiang 轿
jiang 较
jiang 叫
jiang 窖
jie 桔
jie 洁
jie 戒
jie 藉
jie 芥
jie 疥
jie 诫
jie 届
jin 靳
jin 烬
jing 荆
jing 兢
jing 惊
jing 精
jing 粳
jing 敬
jing 痉
jing 靖
jiong 炯
jiu 玖
jiu 厩
jiu 舅
jiu 疚
ju 鞠
ju 疽
ju 沮
ju 踞
ju 惧
ju 炬
ju 剧
juan 鹃
juan 眷
jue 撅
jue 攫
jue 掘
jue 倔
jue 爵
jun 浚
jun 郡
ka 咯
kai 楷
kang 亢
ke 坷
ke 苛
ke 柯
ke 课
kou 寇
ku 酷
ku 裤
kua 胯
kuai 侩
kuang 眶
kuang 旷
kui 岿
kui 奎
kui 愧
kui 溃
kuo 廓
la 垃
la 辣
lan 婪
lan 谰
lan 滥
lang 琅
lang 榔
lao 酪
lao 涝
lao 落
lei 镭
lei 磊
lei 儡
lei 擂
lei 肋
leng 楞
li 漓
li 莉
li 荔
li 吏
li 栗
li 励
li 砾
li 傈
li 俐
li 痢
li 沥
li 隶
li 璃
li 哩
lian 俩
lian 怜
lian 涟
lian 帘
lian 敛
lian 链
lian 炼
liang 晾
liang 谅
liao 潦
liao 撂
liao 镣
liao 廖
lie 猎
lin 霖
lin 赁
ling 拎
ling 羚
ling 令
liu 琉
liu 馏
liu 瘤
liu 柳
long 聋
long 窿
long 陇
lou 娄
lou 篓
lou 陋
lu 颅
lu 掳
lu 卤
lu 麓
lu 碌
lu 赂
lu 潞
lu 禄
lu 陆
lu 戮
lv 铝
lv 履
lv 氯
lv 律
lv 率
lv 滤
luan 峦
luan 挛
luan 孪
luan 滦
lve 掠
lun 轮
lun 仑
lun 沦
lun 纶
luo 螺
luo 洛
luo 骆
luo 络
ma 玛
ma 码
ma 蚂
mai 脉
man 瞒
man 馒
man 蛮
man 蔓
man 漫
man 谩
mang 氓
mao 锚
mao 铆
mao 卯
mao 贸
mei 玫
mei 枚
mei 酶
mei 媒
mei 镁
mei 昧
mei 寐
mei 媚
meng 檬
meng 锰
meng 孟
mi 眯
mi 醚
mi 靡
mi 糜
mi 觅
mi 泌
mi 蜜
mi 幂
mian 绵
mian 冕
mian 娩
mian 缅
miao 瞄
miao 藐
miao 渺
miao 庙
mie 蔑
min 抿
min 皿
min 悯
min 闽
ming 螟
ming 铭
mo 摹
mo 蘑
mo 默
mo 沫
mo 漠
mo 寞
mo 陌
mou 牟
mu 拇
mu 姆
mu 墓
mu 暮
mu 幕
mu 募
mu 睦
mu 穆
na 呐
na 钠
na 娜
nai 氖
nai 奈
nang 挠
nao 恼
nao 淖
nei 馁
ni 妮
ni 霓
ni 倪
ni 拟
ni 匿
ni 腻
ni 溺
nian 蔫
nian 拈
nian 碾
nian 撵
nian 捻
niang 酿
niao 尿
nie 孽
nie 啮
nie 镊
nie 镍
nie 涅
ning 柠
ning 狞
niu 钮
niu 拗
nong 脓
nong 浓
nve 虐
nve 疟
nuo 懦
nuo 糯
ou 鸥
ou 殴
ou 藕
ou 呕
ou 沤
pa 啪
pa 帕
pa 琶
pai 徘
pai 湃
pan 潘
pan 磐
pan 盼
pan 畔
pan 叛
pang 乓
pang 庞
pang 耪
pao 咆
pao 刨
pao 炮
pao 袍
pei 呸
pei 胚
pei 培
pei 裴
pei 佩
pei 沛
peng 砰
peng 抨
peng 烹
peng 澎
peng 棚
peng 硼
peng 篷
peng 膨
peng 捧
pi 坯
pi 砒
pi 霹
pi 劈
pi 琵
pi 毗
pi 啤
pi 疲
pi 痞
pi 僻
pi 譬
pi 篇
pian 骗
piao 漂
piao 瓢
piao 撇
pie 瞥
pin 频
pin 聘
ping 乒
ping 坪
ping 凭
ping 瓶
ping 屏
po 颇
po 魄
po 迫
po 粕
po 剖
pu 莆
pu 菩
pu 蒲
pu 埔
pu 圃
pu 浦
pu 谱
pu 曝
pu 瀑
qi 柒
qi 沏
qi 畦
qi 脐
qi 祁
qi 砌
qi 迄
qi 讫
qi 掐
qia 洽
qian 扦
qian 钎
qian 仟
qian 乾
qian 黔
qian 谴
qian 堑
qian 嵌
qiang 呛
qiang 羌
qiang 蔷
qiao 橇
qiao 锹
qiao 乔
qiao 侨
qiao 鞘
qiao 撬
qiao 俏
qie 窃
qin 钦
qin 芹
qin 禽
qin 沁
qing 氢
qing 卿
qing 擎
qing 氰
qing 顷
qiong 琼
qiu 囚
qiu 酋
qiu 泅
qiu 趋
qu 蛆
qu 躯
qu 娶
qu 龋
qu 趣
quan 圈
quan 颧
quan 醛
quan 痊
quan 券
que 炔
que 瘸
que 鹊
que 榷
qun 裙
ran 冉
rang 瓤
rang 壤
rang 攘
ren 王
ren 韧
ren 刃
ren 妊
ren 纫
ren 扔
rong 戎
rong 茸
rong 蓉
rong 融
rong 熔
rong 溶
rong 冗
rou 揉
ru 茹
ru 蠕
ru 孺
ru 辱
ru 汝
ru 褥
ruan 阮
rui 蕊
rui 瑞
run 闰
ruo 弱
sai 鳃
san 叁
sang 嗓
sao 搔
sao 骚
sao 嫂
se 瑟
se 涩
seng 僧
sha 莎
sha 刹
sha 啥
sha 煞
sha 筛
shan 珊
shan 苫
shan 杉
shan 煽
shan 擅
shan 赡
shan 膳
shan 汕
shan 扇
shan 缮
shang 墒
shang 晌
shang 裳
shao 捎
shao 芍
shao 韶
shao 哨
shao 邵
she 赊
she 舌
she 赦
she 慑
shen 砷
shen 呻
shen 娠
shen 绅
shen 肾
shen 慎
sheng 甥
sheng 升
sheng 绳
sheng 盛
sheng 剩
sheng 圣
shi 狮
shi 尸
shi 虱
shi 什
shi 蚀
shi 矢
shi 屎
shi 柿
shi 拭
shi 誓
shi 嗜
shi 噬
shi 仕
shi 侍
shi 释
shi 恃
shi 收
shou 寿
shou 授
shu 淑
shu 疏
shu 赎
shu 孰
shu 薯
shu 曙
shu 蜀
shu 黍
shu 戍
shu 竖
shu 墅
shu 庶
shu 漱
shu 恕
shuai 甩
shuan 拴
shui 税
shun 吮
shun 舜
shuo 硕
shuo 朔
shuo 烁
si 撕
si 嘶
si 肆
si 嗣
si 伺
si 巳
song 怂
song 宋
song 讼
sou 擞
su 酥
su 粟
su 僳
su 塑
su 溯
suan 蒜
sui 隋
sui 绥
sui 髓
sui 穗
sui 遂
sui 隧
sui 祟
sun 笋
suo 蓑
suo 梭
suo 唆
suo 琐
ta 獭
ta 挞
ta 蹋
tai 苔
tai 抬
tai 泰
tai 酞
tai 汰
tan 坍
tan 瘫
tan 檀
tan 痰
tan 袒
tan 碳
tang 搪
tang 棠
tang 淌
tang 烫
tang 掏
tao 绦
tao 萄
teng 誊
ti 剔
ti 锑
ti 啼
ti 嚏
ti 惕
ti 涕
ti 剃
ti 屉
tian 恬
tian 舔
tian 腆
tian 挑
tiao 迢
tiao 眺
tie 帖
ting 烃
ting 汀
ting 廷
tong 桐
tong 酮
tong 瞳
tong 彤
tong 桶
tong 捅
tong 筒
tu 屠
tuan 湍
tuan 推
tui 颓
tui 蜕
tui 褪
tun 臀
tuo 鸵
tuo 陀
tuo 椭
tuo 拓
tuo 唾
wa 洼
wa 袜
wan 豌
wan 烷
wan 皖
wan 惋
wan 宛
wan 婉
wan 腕
wang 汪
wang 枉
wang 妄
wei 巍
wei 韦
wei 违
wei 桅
wei 潍
wei 苇
wei 纬
wei 魏
wei 渭
wei 谓
wei 尉
wen 瘟
wen 吻
wen 紊
weng 嗡
weng 瓮
wo 挝
wo 蜗
wo 涡
wo 斡
wo 沃
wu 巫
wu 呜
wu 钨
wu 诬
wu 芜
wu 梧
wu 吾
wu 毋
wu 捂
wu 伍
wu 侮
wu 坞
wu 戊
wu 晤
wu 勿
wu 悟
xi 昔
xi 硒
xi 矽
xi 晰
xi 熄
xi 烯
xi 汐
xi 犀
xi 檄
xi 铣
xi 隙
xia 匣
xia 辖
xia 暇
xia 侠
xia 厦
xian 掀
xian 锨
xian 舷
xian 涎
xian 腺
xian 馅
xiang 镶
xiang 襄
xiang 湘
xiang 翔
xiang 橡
xiao 萧
xiao 硝
xiao 霄
xiao 哮
xiao 嚣
xiao 淆
xiao 肖
xiao 啸
xie 楔
xie 蝎
xie 挟
xie 谐
xie 械
xie 卸
xie 蟹
xie 懈
xie 屑
xin 薪
xin 芯
xin 锌
xin 忻
xin 衅
xing 腥
xing 惺
xing 邢
xing 杏
xing 姓
xiong 汹
xiu 朽
xiu 嗅
xiu 锈
xu 墟
xu 戌
xu 嘘
xu 蓄
xu 酗
xu 旭
xu 恤
xu 絮
xu 婿
xuan 轩
xuan 喧
xuan 癣
xuan 眩
xue 薛
xun 驯
xun 殉
xun 汛
xun 讯
xun 逊
ya 丫
ya 蚜
ya 衙
ya 涯
ya 哑
yan 焉
yan 阉
yan 蜒
yan 阎
yan 奄
yan 堰
yan 燕
yan 厌
yan 砚
yan 雁
yan 唁
yan 彦
yan 焰
yan 谚
yang 鸯
yang 佯
yang 疡
yang 漾
yao 尧
yao 姚
yao 舀
yao 耀
ye 椰
ye 噎
ye 掖
ye 曳
ye 腋
ye 液
yi 铱
yi 颐
yi 胰
yi 沂
yi 彝
yi 蚁
yi 乙
yi 邑
yi 屹
yi 臆
yi 逸
yi 肄
yi 裔
yi 毅
yi 溢
yi 诣
yi 翼
yi 翌
yi 绎
yin 茵
yin 荫
yin 寅
yin 尹
ying 樱
ying 缨
ying 莹
ying 萤
ying 荧
ying 颖
yong 臃
yong 痈
yong 雍
yong 踊
yong 蛹
yong 恿
you 幽
you 铀
you 酉
you 佑
you 釉
you 诱
yu 淤
yu 盂
yu 榆
yu 虞
yu 俞
yu 逾
yu 渝
yu 隅
yu 屿
yu 禹
yu 芋
yu 吁
yu 峪
yu 愈
yu 誉
yu 寓
yu 豫
yu 驭
yuan 鸳
yuan 渊
yuan 垣
yuan 袁
yuan 辕
yuan 猿
yuan 苑
yue 曰
yue 钥
yue 粤
yun 郧
yun 陨
yun 酝
yun 晕
yun 韵
yun 孕
za 匝
za 砸
zai 哉
zang 赃
zao 凿
zao 藻
zao 蚤
zao 噪
ze 泽
zeng 憎
zeng 曾
zha 喳
zha 札
zha 轧
zha 铡
zha 栅
zha 榨
zha 咋
zha 乍
zhai 斋
zhan 瞻
zhan 毡
zhan 詹
zhan 辗
zhan 蘸
zhan 栈
zhan 湛
zhan 绽
zhang 漳
zhang 杖
zhang 瘴
zhao 罩
zhao 肇
zhe 蛰
zhe 锗
zhe 蔗
zhen 臻
zhen 疹
zhen 震
zheng 狰
zheng 怔
zheng 帧
zheng 症
zhi 吱
zhi 蜘
zhi 侄
zhi 趾
zhi 挚
zhi 掷
zhi 峙
zhi 稚
zhi 炙
zhi 痔
zhi 滞
zhi 窒
zhong 盅
zhong 衷
zhong 仲
zhou 诌
zhou 咒
zhou 骤
zhu 诛
zhu 拄
zhu 瞩
zhu 蛀
zhu 贮
zhu 铸
zhuan 撰
zhuan 篆
zhuang 桩
zhuang 妆
zhui 椎
